EventID,Start_Time,End_Time,Year,Month,Facility_Code,Participant_Code,Status,Outage_Reason,Energy_Lost_MW,Description_Of_Outage,
2631,2016-11-22 14:30,2016-11-22 14:30,2016,11,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,9.568,Slow ramp up due to Blade Path Temperature control limit,
2632,2016-11-30 21:00,2016-11-30 21:00,2016,11,MELK_G7,MELK,Approved,Forced,7.48,Loss of a mill,
2633,2016-11-29 20:30,2016-11-29 21:00,2016,11,PJRH_GT11,PJRH,Approved,Forced,123,FO,
2634,2016-11-28 22:00,2016-11-29 16:30,2016,11,ENRG_KALGOORLIE_GT3,ENRG,Approved,Consequential,24,FO Due to network disturbance fault tripping both unit protection systems,
2635,2016-11-28 22:00,2016-11-28 22:30,2016,11,WEST_KALGOORLIE_GT2,WGUTD,Approved,Consequential,36,FO Due to network disturbance fault tripping both unit protection systems,
2636,2016-11-28 12:30,2016-11-28 6:30,2016,11,PJRH_GT11,PJRH,Approved,Forced,116,FO,
2637,2016-11-26 10:00,2016-11-27 11:30,2016,11,PJRH_GT11,PJRH,Approved,Forced,116,FO,
2638,2016-11-25 19:00,2016-11-26 7:30,2016,11,PJRH_GT11,PJRH,Approved,Forced,123,FO,
2639,2016-11-29 8:30,2016-11-29 10:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,21,Water leak Ph2 Fu1. For further information contact Simcoa Furnace Control on 9780 6670,
2640,2016-11-22 10:00,2016-11-22 10:00,2016,11,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,17.411,Due to issues with the high fogging system,
2641,2016-12-02 6:00,2016-12-02 21:00,2016,12,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Scheduled (Planned),156,Unit testing,
2642,2016-12-01 6:00,2016-12-01 7:30,2016,12,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Opportunistic Maintenance (Planned),156,Unit testing,
2643,2016-12-01 8:00,2016-12-01 20:30,2016,12,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Scheduled (Planned),156,Unit testing,
2644,2016-12-01 8:00,2017-02-01 7:30,2016,12,ENRG_KALGOORLIE_GT3,ENRG,Approved,Forced,117.4,Unit unavailable for dispatch,
2645,2016-12-01 8:00,2017-02-01 7:30,2016,12,ENRG_KALGOORLIE_GT3,ENRG,Cancelled By Market Participant,Scheduled (Planned),117.4,Unit unavailable for dispatch,
2646,2016-11-26 13:00,2016-11-26 13:00,2016,11,AUXC_WGP,AUXC,Approved,Forced,8.53,Refinery steam / power imbalance,
2647,2016-11-27 0:30,2016-11-27 0:30,2016,11,AUXC_WGP,AUXC,Approved,Forced,9.97,Refinery power / steam imbalance,
2648,2016-11-27 0:00,2016-11-27 0:00,2016,11,AUXC_WGP,AUXC,Approved,Forced,10.48,Refinery power / steam imbalance,
2649,2016-11-15 7:30,2016-11-15 7:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,6.54,Limited output due to ambient conditions (High temperature),
2650,2016-11-15 1:00,2016-11-15 1:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,5.639,Limited output due to ambient conditions (High temperature),
2651,2016-11-15 12:30,2016-11-15 12:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.687,Limited output due to ambient conditions (High temperature),
2652,2016-11-15 12:00,2016-11-15 12:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.018,Limited output due to ambient conditions (High temperature),
2653,2016-11-14 23:30,2016-11-14 23:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.728,Limited output due to ambient conditions (High temperature),
2654,2016-11-14 23:00,2016-11-14 23:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.055,Limited output due to ambient conditions (High temperature),
2655,2016-11-14 22:30,2016-11-14 22:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.116,Limited output due to ambient conditions (High temperature),
2656,2016-11-14 22:00,2016-11-14 22:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.18,Limited output due to ambient conditions (High temperature),
2657,2016-11-14 21:30,2016-11-14 21:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.217,Limited output due to ambient conditions (High temperature),
2658,2016-11-14 20:30,2016-11-14 20:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.043,Limited output due to ambient conditions (High temperature),
2659,2016-11-14 20:00,2016-11-14 20:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,3.472,Limited output due to ambient conditions (High temperature),
2660,2016-11-28 8:00,2016-11-28 14:30,2016,11,PJRH_GT11,PJRH,Approved,Scheduled (Planned),116,DBP Outage,
2661,2016-11-29 9:00,2016-11-29 16:00,2016,11,PJRH_GT11,PJRH,Approved,Scheduled (Planned),123,Outage,
2662,2016-11-25 10:30,2016-11-25 10:30,2016,11,KORL_GT3,KORL,Approved,Opportunistic Maintenance (Planned),100.1,ODOM,
2663,2016-11-14 15:30,2016-11-14 15:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.242,Limited output due to ambient conditions (High temperature),
2664,2016-11-14 15:00,2016-11-14 15:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.136,Limited output due to ambient conditions (High temperature),
2665,2016-11-14 14:30,2016-11-14 14:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.782,Limited output due to ambient conditions (High temperature),
2666,2016-11-14 14:00,2016-11-14 14:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.908,Limited output due to ambient conditions (High temperature),
2667,2016-11-14 13:30,2016-11-14 13:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.908,Limited output due to ambient conditions (High temperature),
2668,2016-11-14 13:00,2016-11-14 13:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,5.291,Limited output due to ambient conditions (High temperature),
2669,2016-11-15 0:30,2016-11-15 0:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,5.291,Limited output due to ambient conditions (High temperature),
2670,2016-11-15 0:00,2016-11-15 0:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.937,Limited output due to ambient conditions (High temperature),
2671,2016-11-14 11:30,2016-11-14 11:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.708,Limited output due to ambient conditions (High temperature),
2672,2016-11-14 11:00,2016-11-14 11:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.475,Limited output due to ambient conditions (High temperature),
2673,2016-11-14 10:30,2016-11-14 10:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.7,Limited output due to ambient conditions (High temperature),
2674,2016-11-14 21:30,2016-11-14 21:30,2016,11,PMC_AG,PMC,Approved,Forced,39.754,Operational issues caused real time forced outage.,
2675,2016-11-14 15:30,2016-11-14 15:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,3.447,Output limited due to high ambient temperature,
2676,2016-11-14 15:00,2016-11-14 15:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,3.53,Output limited due to high ambient temperature,
2677,2016-11-14 14:30,2016-11-14 14:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.281,Output limited due to high ambient temperature,
2678,2016-11-14 14:00,2016-11-14 14:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.03,Output limited due to high ambient temperature,
2679,2016-11-14 13:30,2016-11-14 13:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,3.967,Output limited due to high ambient temperature,
2680,2016-11-14 13:00,2016-11-14 13:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.155,Output limited due to high ambient temperature,
2681,2016-11-15 0:30,2016-11-15 0:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,4.043,Output limited due to high ambient temperature,
2682,2016-11-14 9:30,2016-11-14 9:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,13.467,Unit ramping limited on return to service,
2683,2016-11-16 17:00,2016-11-16 17:00,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,30.872,Operational Issues caused real time forced outage.,
2684,2016-11-16 16:30,2016-11-16 16:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,29.003,Operational Issues caused real time forced outage.,
2685,2016-11-13 9:30,2016-11-13 10:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,14.85,"Investigate and conduct reports on a turbine
",
2686,2016-11-16 15:30,2016-11-30 15:00,2016,11,GRASMERE_WF1,EUCT,Approved,Forced,1.8,FO,
2687,2016-11-16 11:00,2016-11-16 17:00,2016,11,GRASMERE_WF1,EUCT,Approved,Consequential,13.8,Consequential Outage - Dispatch Advisory ID: 16828,
2688,2016-11-16 11:00,2016-11-16 17:00,2016,11,GRASMERE_WF1,EUCT,Approved,Consequential,19.8,Consequential Outage - Dispatch Advisory ID: 16828,
2689,2016-11-29 16:00,2016-12-03 7:30,2016,11,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),40,GT1B outage,
2690,2016-11-14 15:30,2016-11-14 16:00,2016,11,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,58,"Station in SCADA control and loading, GT1 TRIP on Grid Disturbance on Safety Integrated System Trip. ",
2691,2016-11-17 15:30,2016-11-18 19:30,2016,11,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,58,"GSU2 found to have malicious damage with Earthing cables removed by unknown persons.
Cables replaced with external contractor.",
2692,2016-11-15 19:30,2016-11-15 20:00,2016,11,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,58,"GT2B ramping in SOCC control, FCV1101 position error trip resulting in TRIP of unit.",
2693,2016-11-23 8:00,2016-11-23 15:00,2016,11,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Enable Signal was removed by Western Power due to switching on feeder. Site cannot operate without enable signal. Will request conversion to consequential.,
2694,2016-11-19 9:00,2016-11-19 14:00,2016,11,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),116,ODOM,
2695,2016-11-19 6:00,2016-11-19 6:00,2016,11,KORL_GT3,KORL,Approved,Forced,100.1,FO,
2696,2016-11-22 8:30,2016-11-22 10:00,2016,11,KORL_GT3,KORL,Approved,Forced,100.1,FO,
2697,2016-11-26 12:30,2016-12-10 23:30,2016,11,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),15,Boiler 2 Tube Repair Outage,
2698,2016-12-14 18:30,2016-12-20 11:30,2016,12,TIWEST_COG1,TRMOS,Approved,Scheduled (Planned),42.1,HGPI & CD Casing Change out,
2699,2016-12-29 8:00,2016-12-29 16:30,2016,12,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Scheduled (Planned),190,Routine Maintenance,
2700,2016-12-22 8:00,2016-12-22 16:30,2016,12,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),190,Routine Maintenance,
2701,2016-12-15 8:00,2016-12-15 16:30,2016,12,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),190,Routine Maintenance,
2702,2017-02-11 18:00,2017-02-13 7:30,2017,2,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),143,Blade wash,
2703,2017-01-07 18:00,2017-01-09 7:30,2017,1,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),143,Blade wash,
2704,2016-11-20 13:30,2016-11-20 19:00,2016,11,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Enable signal was removed due to Western Power network issues. Site cannot operate without enable signal. Will request conversion to consequential.,
2705,2016-11-22 8:00,2016-11-28 7:30,2016,11,MELK_G7,MELK,Approved,Scheduled (Planned),211,Pre Summer Outage,
2706,2016-11-18 18:30,2016-11-18 18:30,2016,11,AUXC_WGP,AUXC,Approved,Forced,9.19,Steam Power Imbalance - Refinery Issues.,
2707,2016-11-18 18:00,2016-11-18 18:00,2016,11,AUXC_WGP,AUXC,Approved,Forced,8.37,Steam Power Imbalance - Refinery Issues.,
2708,2016-11-18 17:30,2016-11-18 17:30,2016,11,AUXC_WGP,AUXC,Approved,Forced,14.13,Steam Power Imbalance - Refinery Issues.,
2709,2016-11-18 17:00,2016-11-18 17:00,2016,11,AUXC_WGP,AUXC,Approved,Forced,9.72,Steam Power Imbalance - Refinery Issues.,
2710,2016-11-16 11:00,2016-11-16 15:30,2016,11,PERTHENERGY_KORL_GT1,PUG,Approved,Opportunistic Maintenance (Planned),58,GT2B FCV1101 (gas fuel control valve) motor replacement,
2711,2016-12-12 10:00,2016-12-17 16:30,2016,12,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),82,GT1 and GT2 Boroscope with GE personnel in attendance.,
2712,2016-11-27 12:30,2017-12-01 23:30,2016,11,ENRG_KALGOORLIE_GT3,ENRG,Cancelled By Market Participant,Scheduled (Planned),0,Boiler 2 tube repair outage,
2713,2016-11-14 18:30,2016-11-14 18:30,2016,11,KORL_GT3,KORL,Approved,Forced,83,Partial FO,
2714,2016-11-05 17:00,2016-11-05 17:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,41.63,Limited output due to ambient conditions (High temperature),
2715,2016-11-05 16:30,2016-11-05 16:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,42.062,Limited output due to ambient conditions (High temperature),
2716,2016-11-05 16:00,2016-11-05 16:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,42.889,Limited output due to ambient conditions (High temperature),
2717,2016-11-05 15:30,2016-11-05 15:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,43.444,Limited output due to ambient conditions (High temperature),
2718,2016-11-05 15:00,2016-11-05 15:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,42.26,Limited output due to ambient conditions (High temperature),
2719,2016-11-05 17:30,2016-11-05 17:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,43.999,Limited output due to ambient conditions (High temperature),
2720,2016-11-05 16:00,2016-11-05 16:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,102.039,Limited output due to ambient conditions (High temperature),
2721,2016-11-22 8:00,2016-11-22 8:30,2016,11,PJRH_GT11,PJRH,Approved,Scheduled (Planned),116,Over speed Test,
2722,2016-12-08 8:00,2016-12-08 10:30,2016,12,PMC_AG,PMC,Approved,Scheduled (Planned),37.4,G03 OOS For Compressor Wash,
2723,2016-12-02 8:00,2016-12-02 10:30,2016,12,PMC_AG,PMC,Approved,Scheduled (Planned),37.4,G02 OOS For Compressor Wash,
2724,2016-12-01 8:00,2016-12-01 10:30,2016,12,PMC_AG,PMC,Approved,Scheduled (Planned),37.4,G01 OOS For Compressor Wash,
2725,2016-12-07 5:30,2016-12-07 11:30,2016,12,STHRNCRS_EG,STHRNCRS,Approved,Scheduled (Planned),23,WMK OOS For Compressor Wash,
2726,2016-12-07 5:30,2016-12-07 11:30,2016,12,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),0.1,WMK OOS Compressor Wash,
2727,2016-11-08 8:30,2016-11-08 8:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,115.307,Operational Issues caused real time forced outage.,
2728,2016-11-08 8:00,2016-11-08 8:00,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,122.32,Operational Issues caused real time forced outage.,
2729,2016-12-14 14:30,2017-01-20 14:00,2016,12,MELK_G7,MELK,Approved,Scheduled (Planned),55,Cooling Tower Maintenance,
2730,2016-11-24 8:00,2016-11-24 11:30,2016,11,MUNDARING_GT1,MUND,Approved,Scheduled (Planned),38,PO,
2731,2016-11-23 8:00,2016-11-23 13:00,2016,11,MUNDARING_GT1,MUND,Approved,Scheduled (Planned),36,PO,
2732,2016-11-22 8:00,2016-11-22 13:00,2016,11,MUNDARING_GT1,MUND,Approved,Scheduled (Planned),36,PO,
2733,2016-11-02 9:30,2016-11-02 15:00,2016,11,GRASMERE_WF1,EUCT,Approved,Consequential,13.8,Consequential Outage - Dispatch Advisory ID: 16810 ,
2734,2016-11-02 9:30,2016-11-02 15:00,2016,11,GRASMERE_WF1,EUCT,Approved,Consequential,19.8,Consequential Outage - Dispatch Advisory ID: 16810 ,
2735,2016-11-12 20:30,2016-11-12 21:00,2016,11,PJRH_GT11,PJRH,Approved,Forced,38,FO,
2736,2016-11-18 21:00,2016-11-21 7:30,2016,11,MELK_G7,MELK,Approved,Scheduled (Planned),211,Outage to enable PA Duct repairs,
2737,2016-11-17 8:00,2016-11-18 7:30,2016,11,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),41,Cooling Tower Cell maintenance.,
2738,2016-11-18 8:00,2016-11-21 7:30,2016,11,MELK_G7,MELK,Approved,Scheduled (Planned),41,Cooling Tower Cell maintenance.,
2739,2016-10-31 15:30,2016-11-16 15:00,2016,10,GRASMERE_WF1,EUCT,Approved,Forced,1.8,FO,
2740,2016-11-13 22:30,2016-11-13 23:30,2016,11,TIWEST_COG1,TRMOS,Approved,Forced,42.1,Failure of Damper Door controls,
2741,2016-11-13 5:00,2016-11-13 9:00,2016,11,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Enable signal was removed due to Western Power network issues. Site cannot operate without enable signal. Will request conversion to consequential.,
2742,2016-11-13 9:30,2016-11-13 10:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,14.85,Collector group 1 de-energised to allow turbine repairs,
2743,2016-11-05 19:30,2016-11-05 19:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Consequential,57.638,Unit ramping limited on return to service,
2744,2016-11-05 19:00,2016-11-05 19:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Consequential,76.137,Unit ramping limited on return to service,
2745,2016-11-05 18:30,2016-11-05 18:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Consequential,119.321,Unit ramping limited on return to service,
2746,2016-11-05 11:30,2016-11-05 18:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Consequential,143,Unit trip on loss of 330 kV line due to bushfire,
2747,2016-11-05 11:00,2016-11-05 11:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Consequential,36.712,Unit trip on loss of 330kV line due to bushfire ,
2748,2016-11-09 20:00,2016-11-09 21:00,2016,11,STHRNCRS_EG,STHRNCRS,Approved,Forced,23,Delayed end to planned outage,
2749,2016-11-11 11:30,2016-11-11 11:30,2016,11,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),123,ODOM,
2750,2016-11-04 9:30,2016-11-04 9:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,62.301,Operational Issues caused real time forced outage.,
2751,2016-11-04 9:00,2016-11-04 9:00,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,35.607,Operational Issues caused real time forced outage.,
2752,2016-11-08 7:30,2016-11-08 7:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,153.337,Operational Issues caused real time forced outage.,
2753,2016-11-08 7:00,2016-11-08 7:00,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,180.872,Operational Issues caused real time forced outage.,
2754,2016-11-08 6:30,2016-11-08 6:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,209.085,Operational Issues caused real time forced outage.,
2755,2016-11-08 6:00,2016-11-08 6:00,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,214.18,Operational Issues caused real time forced outage.,
2756,2016-11-08 5:00,2016-11-08 5:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,217,Operational Issues caused real time forced outage.,
2757,2016-11-08 4:30,2016-11-08 4:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,177.849,Operational Issues caused real time forced outage.,
2758,2016-11-08 4:00,2016-11-08 4:00,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,155.31,Operational Issues caused real time forced outage.,
2759,2016-11-08 3:30,2016-11-08 3:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,185.799,Operational Issues caused real time forced outage.,
2760,2016-11-08 3:00,2016-11-08 3:00,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,213.429,Operational Issues caused real time forced outage.,
2761,2016-11-03 23:00,2016-11-08 2:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,217,Operational Issues caused real time forced outage.,
2762,2016-11-03 22:30,2016-11-03 22:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,201.329,Operational Issues caused real time forced outage.,
2763,2016-11-03 22:00,2016-11-03 22:00,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,131.301,Operational Issues caused real time forced outage.,
2764,2016-11-03 21:30,2016-11-03 21:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,100.684,Operational Issues caused real time forced outage.,
2765,2016-11-03 21:00,2016-11-03 21:00,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,54.235,Operational Issues caused real time forced outage.,
2766,2016-11-02 8:30,2016-11-02 15:00,2016,11,DNHR_DENMARK_WF1,DNHR,Approved,Consequential,1.44,Due to Western Power works (ENAR Ref ? 284868 / 284874) the windfarm output was curtailed to 0 on November 2nd between 8:40 am and 3:25pm. ,
2767,2016-11-01 15:00,2016-11-01 17:00,2016,11,DNHR_DENMARK_WF1,DNHR,Approved,Consequential,1.44,Due to Western Power works (ENAR Ref ? 284863 / 284871) the windfarm output was curtailed to 0 on November 1st between approx. 3pm and 5:15pm. ,
2768,2016-11-08 17:30,2016-11-08 17:30,2016,11,KORL_GT3,KORL,Approved,Forced,66.66,Delay in RTS,
2769,2016-11-10 15:30,2016-11-10 15:30,2016,11,KORL_GT3,KORL,Approved,Forced,82,Partial FO,
2770,2016-11-10 16:30,2016-11-10 17:30,2016,11,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Enable signal was removed due to Western Power network issues. Site cannot operate without enable signal. Will request conversion to consequential.,
2771,2016-11-10 9:30,2016-11-10 9:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,3.5,Curtailment shutdown,
2772,2016-11-10 8:00,2016-11-10 8:00,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,10.5,Curtailment shutdown,
2773,2016-11-10 8:30,2016-11-10 9:00,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,21,Curtailment shutdown,
2774,2016-11-10 4:00,2016-11-10 13:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,21,Furnace repairs,
2775,2016-11-10 4:00,2016-11-10 8:00,2016,11,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Forced,21,Furnace repairs,
2776,2016-10-28 23:00,2016-10-28 23:00,2016,10,AURICON_PNJ_U1,AURICON,Approved,Forced,18.68,slow to ramp up ,
2777,2016-10-30 10:00,2016-10-30 10:00,2016,10,AURICON_PNJ_U1,AURICON,Approved,Forced,47.048,Slow to ramp,
2778,2016-11-24 9:00,2016-11-24 16:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),82,"Units placed into LOCAL control, engines run to FSNL only - no maintenance is planned.",
2779,2016-11-06 20:30,2016-11-06 20:30,2016,11,MELK_G7,MELK,Approved,Forced,33.66,Delay during synchronization,
2780,2016-11-06 20:00,2016-11-06 20:00,2016,11,MELK_G7,MELK,Approved,Forced,42.93,Delay during synchronization,
2781,2016-11-06 19:30,2016-11-06 19:30,2016,11,MELK_G7,MELK,Approved,Forced,53.47,Delay during synchronization,
2782,2016-11-06 1:00,2016-11-06 19:00,2016,11,MELK_G7,MELK,Approved,Forced,55,Governor Control Fault,
2783,2016-10-27 1:00,2016-10-27 1:00,2016,10,AURICON_PNJ_U1,AURICON,Approved,Forced,11.384,Slow ramp up,
2784,2016-10-27 2:00,2016-10-27 2:00,2016,10,AURICON_PNJ_U1,AURICON,Approved,Forced,16.01,Slow ramp up,
2785,2016-10-29 11:30,2016-10-29 11:30,2016,10,AURICON_PNJ_U1,AURICON,Approved,Forced,15.855,Slow ramp up,
2786,2016-10-30 15:30,2016-10-30 15:30,2016,10,AURICON_PNJ_U1,AURICON,Approved,Forced,15.883,Slow ramp up,
2787,2016-10-31 4:00,2016-10-31 4:00,2016,10,AURICON_PNJ_U1,AURICON,Approved,Forced,14.42,Slow ramp up,
2788,2016-11-01 4:30,2016-11-01 4:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,11.456,Slow ramp up,
2789,2016-10-30 4:00,2016-10-30 4:00,2016,10,AURICON_PNJ_U1,AURICON,Approved,Forced,14.6,Slow ramp up,
2790,2016-11-01 8:00,2016-11-01 8:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,11.261,Slow ramp up,
2791,2016-11-01 16:30,2016-11-01 16:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,99.561,Unit tripped due to blown fuse on blade pass temperature element,
2792,2016-11-01 16:00,2016-11-01 16:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,9.324,Slow ramp up,
2793,2016-11-01 16:30,2016-11-01 16:30,2016,11,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,100,Unit tripped due to blown fuse on blade pass temperature element,
2794,2016-11-01 20:30,2016-11-01 20:30,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,62.549,Unit start-up profile operational requirement,
2795,2016-11-01 20:00,2016-11-01 20:00,2016,11,AURICON_PNJ_U1,AURICON,Approved,Forced,70,Unit start-up profile operational requirement,
2796,2016-11-14 8:00,2016-11-15 11:30,2016,11,MELK_G7,MELK,Approved,Scheduled (Planned),227,Outage Extension,
2797,2016-11-08 10:00,2016-11-08 11:00,2016,11,WEST_KALGOORLIE_GT2,WGUTD,Approved,Forced,36,FO,
2798,2016-11-08 9:30,2016-11-08 9:30,2016,11,WEST_KALGOORLIE_GT2,WGUTD,Approved,Forced,18,FO,
2799,2016-11-18 17:30,2016-11-26 17:00,2016,11,PJRH_GT11,PJRH,Cancelled By Market Participant,Scheduled (Planned),116,HGP + EI + SUT + PROT + ROTOR + GI,
2800,2016-11-05 9:00,2016-11-05 9:30,2016,11,BW1_GREENWATERS_G2,GW,Approved,Forced,21,Fume duct issue,
2801,2016-11-03 19:30,2016-11-03 19:30,2016,11,MELK_G7,MELK,Approved,Forced,41.22,Temperature related issues on ramp up,
2802,2016-11-03 19:00,2016-11-03 19:00,2016,11,MELK_G7,MELK,Approved,Forced,48.85,Temperature related issues on ramp up,
2803,2016-11-03 18:30,2016-11-03 18:30,2016,11,MELK_G7,MELK,Approved,Forced,53.85,Temperature related issues on ramp up,
2804,2016-12-20 6:00,2016-12-21 17:30,2016,12,STHRNCRS_EG,STHRNCRS,Approved,Scheduled (Planned),23,WMS OOS For Engine Change,
2805,2016-12-20 6:00,2016-12-21 17:30,2016,12,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),0.1,WMS OOS Engine Change,
2806,2016-11-03 17:30,2016-11-05 0:00,2016,11,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Outage due to Western Power network issues. (Request to be made to convert to Consequential),
2807,2016-11-02 8:00,2016-11-03 7:30,2016,11,MELK_G7,MELK,Approved,Forced,10,Loss of a cooling tower fan,
2808,2016-11-03 6:00,2016-11-03 18:00,2016,11,MELK_G7,MELK,Approved,Forced,55,Under Voltage Relay Trip,
2809,2016-11-03 5:30,2016-11-03 5:30,2016,11,MELK_G7,MELK,Approved,Forced,54.5,Under Voltage Relay Trip,
2810,2016-11-11 10:00,2016-11-12 11:00,2016,11,PJRH_GT11,PJRH,Approved,Scheduled (Planned),38,Cooldown,
2811,2016-11-10 10:00,2016-11-11 13:00,2016,11,PJRH_GT11,PJRH,Approved,Scheduled (Planned),38,Cooldown,
